condition,frame,true_label,knn_ood_score,is_ood
normal,540,0.0,6.482117652893066,0
normal,550,0.0,6.480544948577881,0
normal,560,0.0,6.566796207427979,0
normal,570,0.0,6.734634113311768,0
normal,580,0.0,6.611005783081055,0
normal,590,0.0,6.593090629577636,0
normal,600,0.0,6.479069328308105,0
normal,610,0.0,6.56487283706665,0
normal,620,0.0,6.514486980438233,0
normal,630,0.0,6.325335502624512,0
normal,640,0.0,6.547096633911133,0
normal,650,0.0,6.389928245544434,0
normal,660,0.0,6.5051727294921875,0
normal,670,0.0,6.161945438385009,0
normal,680,0.0,6.1996002197265625,0
normal,690,0.0,6.143961238861084,0
normal,700,0.0,6.186845397949218,0
normal,710,0.0,6.53815860748291,0
normal,720,0.0,6.25644006729126,0
normal,730,0.0,5.7693016052246096,0
normal,740,0.0,6.33792085647583,0
normal,750,0.0,5.884278011322022,0
normal,760,0.0,5.7789692878723145,0
normal,770,0.0,5.796910762786865,0
normal,780,0.0,6.201630878448486,0
normal,790,0.0,6.425892353057861,0
normal,800,0.0,6.548774147033692,0
normal,810,0.0,6.281212615966797,0
normal,820,0.0,6.31747350692749,0
normal,830,0.0,6.31946382522583,0
normal,840,0.0,6.313609313964844,0
normal,850,0.0,6.310188961029053,0
normal,860,0.0,6.313016700744629,0
normal,870,0.0,6.316475296020508,0
normal,880,0.0,6.327600765228271,0
normal,890,0.0,6.143823432922363,0
normal,900,0.0,6.4754735946655275,0
normal,910,0.0,6.24258975982666,0
normal,920,0.0,6.953750514984131,0
normal,930,0.0,6.307020664215088,0
normal,940,0.0,6.303143692016602,0
normal,950,0.0,6.3066816329956055,0
normal,960,0.0,6.313649368286133,0
normal,970,0.0,6.321135425567627,0
normal,980,0.0,6.31858081817627,0
normal,990,0.0,6.313990592956543,0
normal,1000,0.0,6.31877908706665,0
normal,1010,0.0,6.320485305786133,0
normal,1020,0.0,6.319823551177978,0
normal,1030,0.0,6.291417598724365,0
normal,1040,0.0,6.331783390045166,0
normal,1050,1.0,6.416409492492676,0
normal,1060,1.0,6.30814266204834,0
normal,1070,0.0,6.372749996185303,0
normal,1080,0.0,6.316920566558838,0
normal,1090,0.0,6.302562618255616,0
normal,1100,0.0,6.336166572570801,0
normal,1110,0.0,6.391064643859863,0
normal,1120,0.0,6.376765632629395,0
normal,1130,0.0,6.399261569976806,0
normal,1140,0.0,6.407619571685791,0
normal,1150,0.0,6.3931351661682125,0
normal,1160,0.0,6.564421081542969,0
normal,1170,0.0,6.858212661743164,0
normal,1180,0.0,5.985398578643799,0
normal,1190,1.0,6.213329887390136,0
normal,1200,1.0,6.396216201782226,0
normal,1210,1.0,5.903573799133301,0
normal,1220,1.0,6.324370193481445,0
normal,1230,1.0,6.76679048538208,0
normal,1240,1.0,6.697698783874512,0
normal,1250,1.0,6.447394371032715,0
normal,1260,1.0,6.6896086692810055,0
normal,1270,1.0,6.861332988739013,0
normal,1280,1.0,6.819466495513916,0
normal,1290,1.0,6.790485763549805,0
normal,1300,1.0,6.831630992889404,0
normal,1310,0.0,6.447087192535401,0
normal,1320,0.0,6.099443340301514,0
normal,1330,0.0,5.559165287017822,0
normal,1340,0.0,5.884807300567627,0
normal,1350,0.0,7.213188171386719,0
normal,1360,0.0,5.616163444519043,0
normal,1370,1.0,5.915489959716797,0
normal,1380,1.0,5.145584487915039,0
normal,1390,1.0,5.947365093231201,0
normal,1400,1.0,6.557890796661377,0
normal,1410,1.0,6.8121459007263185,0
normal,1420,0.0,5.85711555480957,0
normal,1430,0.0,5.485192203521729,0
normal,1440,0.0,6.287832450866699,0
normal,1450,0.0,6.031221961975097,0
normal,1460,0.0,5.322240543365479,0
normal,1470,0.0,6.162029647827149,0
normal,1480,0.0,5.984493923187256,0
normal,1490,0.0,5.859402751922607,0
normal,1500,0.0,5.8502405166625975,0
normal,1510,0.0,5.876607608795166,0
normal,1520,0.0,5.934468841552734,0
normal,1530,0.0,5.870739936828613,0
normal,1540,0.0,5.884677886962891,0
normal,1550,0.0,6.017238426208496,0
normal,1560,0.0,6.377969264984131,0
normal,1570,0.0,5.870739936828613,0
normal,1580,0.0,5.873635578155517,0
normal,1590,0.0,5.931501865386963,0
normal,1600,0.0,6.116703891754151,0
normal,1610,0.0,6.390444564819336,0
normal,1620,0.0,6.237065696716309,0
normal,1630,0.0,5.584103584289551,0
normal,1640,0.0,5.906877231597901,0
normal,1650,0.0,5.527500438690185,0
normal,1660,0.0,5.313231468200684,0
normal,1670,0.0,4.9498063087463375,0
normal,1680,0.0,5.576636791229248,0
normal,1690,0.0,5.5426023483276365,0
normal,1700,0.0,5.933959865570069,0
normal,1710,0.0,5.462845039367676,0
normal,1720,0.0,5.265620231628418,0
normal,1730,0.0,7.150522136688233,0
normal,1740,0.0,6.662690448760986,0
normal,1750,0.0,6.097185516357422,0
normal,1760,0.0,5.593044281005859,0
normal,1770,0.0,5.591343212127685,0
normal,1780,0.0,5.755030632019043,0
normal,1790,0.0,5.526748466491699,0
normal,1800,0.0,6.354395961761474,0
normal,1810,0.0,5.620423030853272,0
normal,1820,0.0,5.97011661529541,0
normal,1830,0.0,5.809813690185547,0
normal,1840,0.0,6.119923496246338,0
normal,1850,0.0,5.464891052246093,0
normal,1860,0.0,5.496645164489746,0
normal,1870,0.0,5.503182125091553,0
normal,1880,0.0,5.561359310150147,0
normal,1890,0.0,5.51617660522461,0
normal,1900,0.0,5.558815670013428,0
normal,1910,0.0,5.552197551727295,0
normal,1920,0.0,5.4714757919311525,0
normal,1930,0.0,5.51795597076416,0
normal,1940,0.0,5.348538398742676,0
normal,1950,0.0,5.285547256469727,0
normal,1960,0.0,5.249106216430664,0
normal,1970,0.0,5.24452772140503,0
normal,1980,0.0,5.323277187347412,0
normal,1990,0.0,5.286329460144043,0
normal,2000,0.0,5.327052879333496,0
normal,2010,0.0,5.310138797760009,0
normal,2020,0.0,5.459244441986084,0
normal,2030,0.0,5.582567501068115,0
normal,2040,0.0,5.500181007385254,0
normal,2050,0.0,5.445985221862793,0
normal,2060,0.0,5.335511875152588,0
normal,2070,0.0,5.400439071655273,0
normal,2080,0.0,6.215390300750732,0
normal,2090,0.0,6.189562225341797,0
normal,2100,0.0,5.369039821624756,0
normal,2110,0.0,5.508986282348633,0
normal,2120,1.0,5.826365756988525,0
normal,2130,1.0,5.667624282836914,0
normal,2140,0.0,5.565910720825196,0
normal,2150,0.0,5.329782199859619,0
normal,2160,0.0,5.460713005065918,0
normal,2170,1.0,6.234289169311523,0
normal,2180,1.0,6.293289852142334,0
normal,2190,1.0,6.2982421875,0
normal,2200,1.0,6.2838747024536135,0
normal,2210,0.0,6.294615936279297,0
normal,2220,1.0,6.303838443756104,0
normal,2230,1.0,6.6561126708984375,0
normal,2240,1.0,6.430516147613526,0
normal,2250,1.0,6.345536804199218,0
normal,2260,1.0,6.435942840576172,0
normal,2270,1.0,6.24581880569458,0
normal,2280,1.0,5.935698413848877,0
normal,2290,1.0,6.084511756896973,0
normal,2300,1.0,6.216067314147949,0
normal,2310,0.0,5.933813190460205,0
normal,2320,0.0,6.025723552703857,0
normal,2330,0.0,5.894387054443359,0
normal,2340,0.0,5.893796920776367,0
normal,2350,0.0,5.894362926483154,0
normal,2360,0.0,5.893899250030517,0
normal,2370,0.0,5.9216358184814455,0
normal,2380,0.0,5.924043464660644,0
normal,2390,0.0,5.944220733642578,0
normal,2400,0.0,6.066130638122559,0
normal,2410,0.0,5.949875450134277,0
normal,2420,0.0,6.2652363777160645,0
normal,2430,0.0,5.831968021392822,0
normal,2440,0.0,5.8073954582214355,0
normal,2450,0.0,5.760145378112793,0
normal,2460,0.0,5.843491744995117,0
normal,2470,0.0,5.933505725860596,0
normal,2480,0.0,5.873493957519531,0
normal,2490,0.0,5.827625274658203,0
normal,2500,0.0,5.827625274658203,0
normal,2510,0.0,5.801672840118409,0
normal,2520,0.0,5.909403324127197,0
normal,2530,0.0,6.004301834106445,0
normal,2540,0.0,5.339978885650635,0
normal,2550,0.0,6.627181720733643,0
normal,2560,0.0,6.437469577789306,0
normal,2570,1.0,5.573906421661377,0
normal,2580,1.0,5.641635608673096,0
normal,2590,1.0,6.563862895965576,0
normal,2600,1.0,5.215740203857422,0
normal,2610,0.0,6.027266788482666,0
normal,2620,0.0,6.714537334442139,0
normal,2630,0.0,6.568054866790772,0
normal,2640,0.0,6.859409999847412,0
normal,2650,0.0,6.959987545013428,0
normal,2660,0.0,6.790676021575928,0
normal,2670,0.0,6.751272773742675,0
normal,2680,0.0,6.57346363067627,0
normal,2690,0.0,6.875982761383057,0
normal,2700,0.0,6.874556350708008,0
normal,2710,0.0,6.54467191696167,0
normal,2720,0.0,6.654746341705322,0
normal,2730,0.0,6.7014764785766605,0
normal,2740,1.0,6.2668177604675295,0
normal,2750,1.0,6.1084513664245605,0
normal,2760,1.0,6.722289752960205,0
normal,2770,1.0,6.465701484680176,0
normal,2780,1.0,6.640130424499512,0
normal,2790,1.0,6.661617565155029,0
normal,2800,1.0,6.782061958312989,0
normal,2810,1.0,6.795354652404785,0
normal,2820,1.0,6.592832946777344,0
normal,2830,1.0,6.36386022567749,0
normal,2840,1.0,6.504028415679931,0
normal,2850,1.0,6.881514835357666,0
normal,2860,1.0,6.566092014312744,0
normal,2870,1.0,7.547070407867432,0
normal,2880,0.0,6.8662943840026855,0
normal,2890,0.0,7.186538410186768,0
normal,2900,0.0,5.606695365905762,0
normal,2910,0.0,6.007122230529785,0
normal,2920,0.0,5.648992443084717,0
normal,2930,0.0,5.648434829711914,0
normal,2940,0.0,6.30170316696167,0
normal,2950,0.0,5.707000350952148,0
normal,2960,0.0,5.6536335945129395,0
normal,2970,0.0,5.6230748176574705,0
normal,2980,0.0,5.5560027122497555,0
normal,2990,0.0,5.666479396820068,0
normal,3000,0.0,5.711824512481689,0
normal,3010,0.0,5.605440711975097,0
normal,3020,0.0,5.973004150390625,0
normal,3030,0.0,5.824056243896484,0
normal,3040,0.0,5.749961185455322,0
normal,3050,0.0,5.768983936309814,0
normal,3060,0.0,5.677607250213623,0
normal,3070,0.0,5.677607250213623,0
normal,3080,0.0,5.677607250213623,0
normal,3090,0.0,5.677607250213623,0
normal,3100,0.0,5.672401237487793,0
normal,3110,0.0,5.5712464332580565,0
normal,3120,0.0,5.925561904907227,0
normal,3130,0.0,5.893609237670899,0
normal,3140,1.0,6.728239822387695,0
normal,3150,0.0,6.549987697601319,0
normal,3160,1.0,5.8676597595214846,0
normal,3170,1.0,5.406053352355957,0
normal,3180,1.0,6.13959264755249,0
normal,3190,0.0,6.583054065704346,0
normal,3200,0.0,5.877853107452393,0
normal,3210,1.0,6.383060169219971,0
normal,3220,1.0,5.344873046875,0
normal,3230,1.0,5.762825775146484,0
normal,3240,1.0,5.810653972625732,0
normal,3250,1.0,5.855131435394287,0
normal,3260,1.0,5.825742912292481,0
normal,3270,1.0,5.741124534606934,0
normal,3280,1.0,5.792414855957031,0
normal,3290,1.0,5.633802223205566,0
normal,3300,1.0,5.736588382720948,0
normal,3310,1.0,5.65970630645752,0
normal,3320,1.0,5.769658088684082,0
normal,3330,1.0,5.862064552307129,0
normal,3340,1.0,5.935445880889892,0
normal,3350,1.0,5.812177944183349,0
normal,3360,1.0,5.812818813323974,0
normal,3370,1.0,5.90651044845581,0
normal,3380,1.0,5.881490039825439,0
normal,3390,1.0,5.872473430633545,0
normal,3400,1.0,5.819963645935059,0
normal,3410,1.0,5.84357852935791,0
normal,3420,1.0,5.836274433135986,0
normal,3430,1.0,5.906437397003174,0
normal,3440,1.0,5.878332710266113,0
normal,3450,1.0,5.686381721496582,0
normal,3460,1.0,5.626679229736328,0
normal,3470,1.0,5.9264373779296875,0
normal,3480,1.0,5.913133716583252,0
normal,3490,1.0,5.615058326721192,0
normal,3500,1.0,5.561719608306885,0
normal,3510,1.0,5.805513477325439,0
normal,3520,1.0,6.1486917495727536,0
normal,3530,1.0,6.389542007446289,0
normal,3540,1.0,5.9761663436889645,0
normal,3550,1.0,5.8172633171081545,0
normal,3560,1.0,5.844865226745606,0
normal,3570,1.0,6.021369743347168,0
normal,3580,1.0,6.331455516815185,0
normal,3590,1.0,5.7044196128845215,0
normal,3600,1.0,5.803104209899902,0
normal,3610,1.0,5.8436963081359865,0
normal,3620,1.0,5.425001335144043,0
normal,3630,1.0,6.421322250366211,0
normal,3640,1.0,7.192209720611572,0
normal,3650,1.0,5.849661922454834,0
normal,3660,1.0,6.435733699798584,0
normal,3670,1.0,7.022230529785157,0
normal,3680,1.0,5.7606480598449705,0
normal,3690,0.0,6.128787422180176,0
normal,3700,0.0,5.581563282012939,0
normal,3710,0.0,5.567288017272949,0
normal,3720,0.0,5.5653105735778805,0
normal,3730,0.0,5.564990901947022,0
normal,3740,0.0,5.624505424499512,0
normal,3750,0.0,5.664354419708252,0
normal,3760,0.0,5.69236125946045,0
normal,3770,0.0,5.843423652648926,0
normal,3780,1.0,6.792158126831055,0
normal,3790,1.0,7.342292785644531,0
normal,3800,1.0,8.42051830291748,0
normal,3810,1.0,8.921468544006348,0
normal,3820,1.0,7.159857177734375,0
normal,3830,1.0,7.195755672454834,0
normal,3840,1.0,7.6199538230896,0
normal,3850,1.0,6.350242710113525,0
normal,3860,1.0,6.117177867889405,0
normal,3870,1.0,5.555640411376953,0
normal,3880,1.0,6.219529438018799,0
normal,3890,1.0,5.775278186798095,0
normal,3900,0.0,5.327351379394531,0
normal,3910,0.0,5.096027660369873,0
normal,3920,0.0,5.012903022766113,0
normal,3930,0.0,5.542434120178223,0
normal,3940,0.0,6.3599427223205565,0
normal,3950,0.0,6.22771463394165,0
normal,3960,0.0,5.431864070892334,0
normal,3970,0.0,7.097803020477295,0
normal,3980,0.0,7.308224391937256,0
normal,3990,0.0,6.011784934997559,0
normal,4000,0.0,5.435313034057617,0
normal,4010,0.0,5.761137008666992,0
normal,4020,1.0,5.817900657653809,0
normal,4030,0.0,6.5387694358825685,0
normal,4040,0.0,6.620127868652344,0
normal,4050,0.0,6.029270458221435,0
normal,4060,0.0,6.437353992462159,0
normal,4070,0.0,5.789649581909179,0
normal,4080,0.0,6.005856895446778,0
normal,4090,0.0,6.0324352264404295,0
normal,4100,0.0,5.946949863433838,0
normal,4110,0.0,5.941394901275634,0
normal,4120,0.0,5.965791034698486,0
normal,4130,0.0,5.953787326812744,0
normal,4140,0.0,5.956350231170655,0
normal,4150,0.0,5.956314468383789,0
normal,4160,0.0,5.989742279052734,0
normal,4170,0.0,5.951063251495361,0
normal,4180,0.0,5.938273525238037,0
normal,4190,0.0,5.945701980590821,0
normal,4200,0.0,5.961030101776123,0
normal,4210,0.0,5.945942687988281,0
normal,4220,0.0,5.974582862854004,0
normal,4230,0.0,5.972737598419189,0
normal,4240,0.0,6.006920433044433,0
normal,4250,0.0,5.934088897705078,0
normal,4260,0.0,5.962233257293701,0
normal,4270,0.0,6.0687868118286135,0
normal,4280,0.0,6.177595901489258,0
normal,4290,0.0,6.247534370422363,0
normal,4300,0.0,6.244673347473144,0
normal,4310,0.0,6.274284839630127,0
normal,4320,0.0,6.2676623344421385,0
normal,4330,0.0,6.7627153396606445,0
normal,4340,0.0,6.28035306930542,0
normal,4350,0.0,5.581560134887695,0
normal,4360,1.0,5.860549545288086,0
normal,4370,0.0,5.325616645812988,0
normal,4380,0.0,5.378399848937988,0
normal,4390,0.0,5.853036117553711,0
normal,4400,0.0,5.273193264007569,0
normal,4410,0.0,5.655447864532471,0
normal,4420,1.0,6.286579418182373,0
normal,4430,1.0,5.9949287414550785,0
normal,4440,1.0,5.572922420501709,0
normal,4450,1.0,6.570532512664795,0
normal,4460,0.0,7.041622352600098,0
normal,4470,0.0,5.322226238250733,0
normal,4480,0.0,5.456650352478027,0
normal,4490,0.0,6.583778667449951,0
normal,4500,1.0,5.494347858428955,0
normal,4510,1.0,6.252288818359375,0
normal,4520,1.0,6.617961120605469,0
normal,4530,1.0,8.285449409484864,0
normal,4540,1.0,8.437839317321778,0
normal,4550,1.0,8.644487762451172,0
normal,4560,1.0,8.410761833190918,0
normal,4570,1.0,8.416700553894042,0
normal,4580,0.0,6.824519348144531,0
normal,4590,0.0,6.812567234039307,0
normal,4600,0.0,6.849500560760498,0
normal,4610,0.0,6.867718124389649,0
normal,4620,0.0,6.820515155792236,0
normal,4630,0.0,6.576485824584961,0
normal,4640,0.0,7.023522567749024,0
normal,4650,0.0,7.17263650894165,0
normal,4660,0.0,6.425105857849121,0
normal,4670,0.0,5.760963821411133,0
normal,4680,0.0,5.763906383514405,0
normal,4690,0.0,5.993487358093262,0
normal,4700,0.0,6.497225284576416,0
normal,4710,0.0,6.5494065284729,0
normal,4720,0.0,6.527614402770996,0
normal,4730,0.0,6.514199733734131,0
normal,4740,0.0,6.864295291900635,0
normal,4750,0.0,6.549444007873535,0
normal,4760,0.0,6.521037864685058,0
normal,4770,0.0,6.552260684967041,0
normal,4780,0.0,6.5927855491638185,0
normal,4790,0.0,6.515339946746826,0
normal,4800,0.0,6.5301464080810545,0
normal,4810,0.0,6.683697700500488,0
normal,4820,0.0,6.724570655822754,0
normal,4830,0.0,6.538586235046386,0
normal,4840,0.0,6.884902000427246,0
normal,4850,0.0,6.784073543548584,0
normal,4860,0.0,7.091356563568115,0
normal,4870,0.0,6.89255723953247,0
normal,4880,0.0,6.344871616363525,0
normal,4890,0.0,6.517529296875,0
normal,4900,0.0,6.528182888031006,0
normal,4910,0.0,6.54810848236084,0
normal,4920,0.0,6.509336185455322,0
normal,4930,0.0,6.614759731292724,0
normal,4940,0.0,6.135003185272216,0
normal,4950,0.0,5.374881267547607,0
normal,4960,0.0,5.631555080413818,0
normal,4970,0.0,6.155084323883057,0
normal,4980,0.0,6.820562267303467,0
normal,4990,0.0,6.9968846321105955,0
normal,5000,0.0,5.709799861907959,0
normal,5010,0.0,5.291522216796875,0
normal,5020,0.0,4.9734423637390135,0
normal,5030,0.0,6.354540824890137,0
normal,5040,0.0,5.614466381072998,0
normal,5050,0.0,5.210000228881836,0
normal,5060,0.0,5.292760562896729,0
normal,5070,0.0,5.348562240600586,0
normal,5080,0.0,5.362561321258545,0
normal,5090,0.0,5.5721227645874025,0
normal,5100,0.0,5.611091041564942,0
normal,5110,0.0,6.434589385986328,0
normal,5120,0.0,5.853298377990723,0
normal,5130,0.0,5.469033050537109,0
normal,5140,0.0,7.611452198028564,0
normal,5150,0.0,6.826735115051269,0
normal,5160,0.0,7.099211502075195,0
normal,5170,0.0,6.7074387550354,0
normal,5180,0.0,6.934109306335449,0
normal,5190,0.0,6.934617328643799,0
normal,5200,0.0,6.934617328643799,0
normal,5210,0.0,6.934617328643799,0
normal,5220,0.0,6.934617328643799,0
normal,5230,0.0,6.934617328643799,0
normal,5240,0.0,6.934617328643799,0
normal,5250,0.0,6.922010326385498,0
normal,5260,0.0,6.770911407470703,0
normal,5270,0.0,6.383903121948242,0
normal,5280,0.0,6.677505207061768,0
normal,5290,0.0,7.186982536315918,0
normal,5300,0.0,7.170713138580322,0
normal,5310,0.0,6.748652172088623,0
normal,5320,0.0,7.304081726074219,0
normal,5330,0.0,7.304081726074219,0
normal,5340,0.0,7.304081726074219,0
normal,5350,0.0,7.304081726074219,0
normal,5360,0.0,7.304081726074219,0
normal,5370,0.0,7.304081726074219,0
normal,5380,0.0,6.7492701530456545,0
normal,5390,0.0,6.0699437141418455,0
normal,5400,0.0,6.274682140350341,0
normal,5410,0.0,6.4601466178894045,0
normal,5420,0.0,5.242177200317383,0
normal,5430,0.0,5.1316217422485355,0
normal,5440,0.0,4.749562358856201,0
normal,5450,0.0,7.069358062744141,0
normal,5460,0.0,5.945143795013427,0
normal,5470,0.0,6.302962779998779,0
normal,5480,0.0,5.949461650848389,0
normal,5490,0.0,5.444348621368408,0
normal,5500,0.0,6.596141052246094,0
normal,5510,0.0,5.143391227722168,0
normal,5520,0.0,6.3232629776000975,0
normal,5530,0.0,5.6113183975219725,0
normal,5540,0.0,6.685062980651855,0
normal,5550,0.0,5.976412391662597,0
normal,5560,0.0,6.676150894165039,0
normal,5570,0.0,7.503933238983154,0
normal,5580,0.0,6.6624267578125,0
normal,5590,0.0,7.219091701507568,0
normal,5600,1.0,5.5364643096923825,0
normal,5610,1.0,6.677724933624267,0
normal,5620,1.0,6.456886863708496,0
normal,5630,1.0,6.802300834655762,0
normal,5640,1.0,5.981885814666748,0
normal,5650,1.0,6.750294399261475,0
normal,5660,0.0,5.868362712860107,0
normal,5670,0.0,5.2426300048828125,0
normal,5680,0.0,5.418110084533692,0
normal,5690,0.0,6.43186731338501,0
normal,5700,0.0,5.500332355499268,0
normal,5710,0.0,5.248784160614013,0
normal,5720,0.0,5.608363056182862,0
normal,5730,0.0,5.9848095893859865,0
normal,5740,0.0,5.6510844230651855,0
normal,5750,0.0,5.666641712188721,0
normal,5760,0.0,5.482719993591308,0
normal,5770,0.0,5.733857345581055,0
normal,5780,0.0,5.07204303741455,0
normal,5790,0.0,6.122556972503662,0
normal,5800,0.0,6.158581256866455,0
normal,5810,0.0,5.860310840606689,0
normal,5820,0.0,6.551710224151611,0
normal,5830,0.0,7.443122673034668,0
normal,5840,0.0,6.585508728027344,0
normal,5850,0.0,6.594103908538818,0
normal,5860,0.0,6.620775032043457,0
normal,5870,0.0,6.832668590545654,0
normal,5880,0.0,6.683869934082031,0
normal,5890,0.0,7.3158784866333,0
normal,5900,0.0,6.84745044708252,0
normal,5910,0.0,6.739797782897949,0
normal,5920,0.0,7.093684291839599,0
normal,5930,0.0,6.536815166473389,0
normal,5940,0.0,6.6070328712463375,0
normal,5950,0.0,6.6083571434021,0
normal,5960,0.0,6.604975700378418,0
normal,5970,0.0,6.605462741851807,0
normal,5980,0.0,6.617900276184082,0
normal,5990,0.0,6.857674598693848,0
normal,6000,0.0,7.21392936706543,0
normal,6010,0.0,7.758627796173096,0
normal,6020,0.0,6.961583423614502,0
normal,6030,0.0,6.293751430511475,0
normal,6040,0.0,5.741829109191895,0
normal,6050,0.0,6.422658157348633,0
normal,6060,0.0,6.8138401985168455,0
normal,6070,0.0,6.885457229614258,0
normal,6080,0.0,6.590135765075684,0
normal,6090,0.0,6.792496967315674,0
normal,6100,0.0,6.373475551605225,0
normal,6110,0.0,6.980500030517578,0
normal,6120,0.0,6.7661701202392575,0
normal,6130,0.0,6.991870307922364,0
normal,6140,0.0,6.848211002349854,0
normal,6150,0.0,6.574510765075684,0
normal,6160,0.0,6.4571891784667965,0
normal,6170,0.0,6.624213218688965,0
normal,6180,0.0,6.823759078979492,0
normal,6190,0.0,6.721418952941894,0
normal,6200,0.0,6.959162330627441,0
normal,6210,0.0,6.74553747177124,0
normal,6220,0.0,6.9015703201293945,0
normal,6230,0.0,6.868306732177734,0
normal,6240,0.0,7.012810611724854,0
normal,6250,0.0,6.607718658447266,0
normal,6260,0.0,6.661161708831787,0
normal,6270,0.0,6.661161708831787,0
normal,6280,0.0,6.661161708831787,0
normal,6290,0.0,6.180564117431641,0
normal,6300,0.0,6.148593711853027,0
normal,6310,0.0,5.058276081085205,0
normal,6320,0.0,5.937359809875488,0
normal,6330,0.0,5.777894496917725,0
normal,6340,0.0,6.691583633422852,0
normal,6350,0.0,7.213890075683594,0
normal,6360,0.0,5.5811539649963375,0
normal,6370,0.0,5.200533103942871,0
normal,6380,0.0,4.986236190795898,0
normal,6390,0.0,6.8887909889221195,0
normal,6400,0.0,6.218253707885742,0
normal,6410,0.0,5.801479434967041,0
normal,6420,0.0,6.787266731262207,0
normal,6430,0.0,6.8544587135314945,0
normal,6440,0.0,6.635229778289795,0
normal,6450,0.0,5.938963413238525,0
normal,6460,0.0,5.790405368804931,0
normal,6470,0.0,4.926368331909179,0
normal,6480,0.0,5.677385234832764,0
normal,6490,0.0,6.402056694030762,0
normal,6500,0.0,5.502947807312012,0
normal,6510,0.0,5.620988178253174,0
normal,6520,0.0,6.492720603942871,0
normal,6530,0.0,6.829607009887695,0
normal,6540,0.0,6.084840202331543,0
normal,6550,0.0,6.7406621932983395,0
normal,6560,0.0,6.579127407073974,0
normal,6570,0.0,6.579127407073974,0
normal,6580,0.0,6.579127407073974,0
normal,6590,0.0,6.578622245788575,0
normal,6600,0.0,6.499059009552002,0
normal,6610,0.0,6.569356918334961,0
normal,6620,0.0,6.8829748153686525,0
normal,6630,0.0,6.5985335350036625,0
normal,6640,0.0,6.5476714134216305,0
normal,6650,0.0,6.437486743927002,0
normal,6660,0.0,6.525045013427734,0
normal,6670,0.0,6.554711532592774,0
normal,6680,0.0,6.554711532592774,0
normal,6690,0.0,6.554711532592774,0
normal,6700,0.0,6.554711532592774,0
normal,6710,0.0,6.554711532592774,0
normal,6720,0.0,6.554711532592774,0
normal,6730,0.0,6.554711532592774,0
normal,6740,0.0,6.615664386749268,0
normal,6750,0.0,7.261082935333252,0
normal,6760,0.0,6.474669551849365,0
normal,6770,0.0,6.679546642303467,0
normal,6780,0.0,5.135696887969971,0
normal,6790,0.0,6.572386646270752,0
normal,6800,0.0,7.325065040588379,0
normal,6810,0.0,6.267745304107666,0
normal,6820,0.0,5.930685329437256,0
normal,6830,0.0,5.000265407562256,0
normal,6840,0.0,6.096577453613281,0
normal,6850,1.0,5.7630208969116214,0
normal,6860,1.0,6.556153297424316,0
normal,6870,0.0,7.3009062767028805,0
normal,6880,0.0,6.398662090301514,0
normal,6890,0.0,5.997374534606934,0
normal,6900,0.0,6.099602699279785,0
normal,6910,0.0,7.425734138488769,0
normal,6920,0.0,6.036082458496094,0
normal,6930,0.0,5.747210311889648,0
normal,6940,1.0,5.482974624633789,0
normal,6950,1.0,5.9806873321533205,0
normal,6960,0.0,5.572641181945801,0
normal,6970,0.0,5.420354175567627,0
