bin,lower,upper,bin_size,accuracy,confidence,gap
9,0.8,0.9,110,0.6727272727272727,0.8894162313504652,0.21668895862319248
10,0.9,1.0,3490,0.8080229226361032,0.9594282881919839,0.1514053655558807
